txn_id,sender,receiver,amount,timestamp,channel,fraud_label,fraud_type
TXN-0000882,ACC-00335,ACC-00299,4914.82,2025-11-07T23:27:15,NEFT,0,
TXN-0000883,ACC-00345,ACC-00383,4404.8,2025-10-24T11:25:39,IMPS,0,
TXN-0000884,ACC-00301,ACC-00394,5074.67,2025-10-19T22:12:35,NEFT,0,
TXN-0000885,ACC-00346,ACC-00353,61086.73,2025-10-18T11:14:10,UPI,0,
TXN-0000886,ACC-00005,ACC-00344,341432.5,2025-10-01T19:45:03,IMPS,0,
TXN-0000887,ACC-00006,ACC-00210,16707.1,2025-10-10T11:39:16,NEFT,0,
TXN-0000888,ACC-00350,ACC-00228,402.2,2025-11-04T03:05:33,UPI,0,
TXN-0000889,ACC-00145,ACC-00128,1690.56,2025-10-19T17:54:28,UPI,0,
TXN-0000890,ACC-00317,ACC-00047,8107.41,2025-10-06T12:32:40,RTGS,0,
TXN-0000891,ACC-00336,ACC-00457,13307.57,2025-12-21T02:45:39,UPI,0,
TXN-0000892,ACC-00306,ACC-00326,17411.75,2025-10-12T19:47:29,IMPS,0,
TXN-0000893,ACC-00061,ACC-00044,38927.1,2025-12-23T03:39:06,NEFT,0,
TXN-0000894,ACC-00192,ACC-00336,20720.04,2025-12-14T03:55:03,RTGS,0,
TXN-0000895,ACC-00289,ACC-00411,240100.12,2025-10-18T22:32:31,RTGS,0,
TXN-0000896,ACC-00356,ACC-00094,10755.46,2025-10-25T14:18:54,UPI,0,
TXN-0000897,ACC-00338,ACC-00479,7691.17,2025-10-08T08:25:36,NEFT,0,
TXN-0000898,ACC-00472,ACC-00141,85989.11,2025-12-14T16:44:12,NEFT,0,
TXN-0000899,ACC-00462,ACC-00341,2288.94,2025-12-14T17:57:05,IMPS,0,
TXN-0000900,ACC-00131,ACC-00082,73236.2,2025-12-15T19:14:08,UPI,0,
TXN-0000901,ACC-00397,ACC-00031,43677.82,2025-11-07T03:59:10,UPI,0,
TXN-0000902,ACC-00030,ACC-00132,27850.43,2025-12-18T21:57:47,UPI,0,
TXN-0000903,ACC-00225,ACC-00035,633425.07,2025-11-17T17:47:41,ATM,0,
TXN-0000904,ACC-00102,ACC-00312,11849.33,2025-11-08T02:54:16,UPI,0,
TXN-0000905,ACC-00251,ACC-00055,1481457.13,2025-10-14T23:14:50,NEFT,0,
TXN-0000906,ACC-00220,ACC-00111,24202.79,2025-11-29T14:38:42,NEFT,0,
TXN-0000907,ACC-00467,ACC-00226,3645.94,2025-12-09T11:00:12,UPI,0,
TXN-0000908,ACC-00017,ACC-00037,41186.06,2025-10-07T20:04:21,NEFT,0,
TXN-0000909,ACC-00128,ACC-00397,5233.1,2025-11-13T06:58:49,UPI,0,
TXN-0000910,ACC-00254,ACC-00076,9384.73,2025-12-03T09:17:11,NEFT,0,
TXN-0000911,ACC-00477,ACC-00019,74210.43,2025-12-04T12:38:37,UPI,0,
TXN-0000912,ACC-00077,ACC-00358,98720.49,2025-11-02T00:33:41,RTGS,0,
TXN-0000913,ACC-00294,ACC-00001,11850.18,2025-11-20T00:55:45,IMPS,0,
TXN-0000914,ACC-00394,ACC-00251,214771.35,2025-11-16T10:08:44,NEFT,0,
TXN-0000915,ACC-00432,ACC-00372,291709.57,2025-12-15T19:42:54,IMPS,0,
TXN-0000916,ACC-00035,ACC-00276,481828.33,2025-10-22T22:15:40,UPI,0,
TXN-0000917,ACC-00488,ACC-00352,94178.21,2025-12-19T10:01:25,IMPS,0,
TXN-0000918,ACC-00062,ACC-00290,422595.9,2025-11-21T23:20:56,RTGS,0,
TXN-0000919,ACC-00183,ACC-00170,1229.75,2025-12-06T04:47:32,UPI,0,
TXN-0000920,ACC-00028,ACC-00323,20491.56,2025-12-02T19:47:33,UPI,0,
TXN-0000921,ACC-00273,ACC-00436,7626.55,2025-11-03T00:24:13,UPI,0,
TXN-0000922,ACC-00235,ACC-00389,45008.5,2025-12-14T10:05:35,UPI,0,
TXN-0000923,ACC-00103,ACC-00090,12982.94,2025-11-23T20:01:17,UPI,0,
TXN-0000924,ACC-00196,ACC-00338,26927.84,2025-10-19T13:04:10,UPI,0,
TXN-0000925,ACC-00199,ACC-00458,1075089.84,2025-10-11T08:47:15,NEFT,0,
TXN-0000926,ACC-00183,ACC-00249,26755.74,2025-10-09T05:44:38,RTGS,0,
TXN-0000927,ACC-00224,ACC-00376,76483.18,2025-10-19T09:29:03,UPI,0,
TXN-0000928,ACC-00098,ACC-00012,23906.73,2025-12-09T21:06:48,ATM,0,
TXN-0000929,ACC-00122,ACC-00250,41617.83,2025-11-07T17:53:38,UPI,0,
TXN-0000930,ACC-00276,ACC-00329,36710.94,2025-10-30T21:03:53,NEFT,0,
TXN-0000931,ACC-00494,ACC-00427,81388.02,2025-12-18T19:34:48,NEFT,0,
TXN-0000932,ACC-00008,ACC-00018,295833.94,2025-11-02T22:35:29,UPI,0,
TXN-0000933,ACC-00403,ACC-00369,704546.21,2025-10-05T03:45:54,NEFT,0,
TXN-0000934,ACC-00108,ACC-00413,63406.15,2025-12-03T11:34:50,IMPS,0,
TXN-0000935,ACC-00234,ACC-00481,104944.24,2025-12-05T20:02:09,RTGS,0,
TXN-0000936,ACC-00274,ACC-00076,4575.37,2025-12-11T22:46:30,NEFT,0,
TXN-0000937,ACC-00473,ACC-00036,31002.46,2025-10-04T13:55:52,IMPS,0,
TXN-0000938,ACC-00250,ACC-00334,197307.96,2025-10-02T20:25:12,NEFT,0,
TXN-0000939,ACC-00470,ACC-00316,172601.98,2025-10-05T10:43:32,UPI,0,
TXN-0000940,ACC-00332,ACC-00066,53151.28,2025-10-02T09:28:24,UPI,0,
TXN-0000941,ACC-00025,ACC-00463,179065.89,2025-10-30T20:08:52,IMPS,0,
TXN-0000942,ACC-00049,ACC-00233,87849.47,2025-11-29T08:15:34,UPI,0,
TXN-0000943,ACC-00302,ACC-00032,315070.36,2025-12-19T09:36:45,IMPS,0,
TXN-0000944,ACC-00058,ACC-00254,61135.41,2025-11-27T18:23:52,IMPS,0,
TXN-0000945,ACC-00112,ACC-00032,19143.97,2025-12-18T02:30:45,UPI,0,
TXN-0000946,ACC-00172,ACC-00415,66470.55,2025-12-21T03:46:43,ATM,0,
TXN-0000947,ACC-00347,ACC-00205,185.85,2025-11-01T11:31:19,UPI,0,
TXN-0000948,ACC-00350,ACC-00294,72344.47,2025-11-23T00:00:13,UPI,0,
TXN-0000949,ACC-00428,ACC-00493,100.0,2025-12-17T00:03:39,UPI,0,
TXN-0000950,ACC-00023,ACC-00303,1632.33,2025-10-17T20:09:44,UPI,0,
TXN-0000951,ACC-00061,ACC-00140,81894.2,2025-10-14T17:06:20,IMPS,0,
TXN-0000952,ACC-00086,ACC-00356,85781.0,2025-11-05T21:59:35,NEFT,0,
TXN-0000953,ACC-00224,ACC-00124,4481.12,2025-12-29T20:58:49,NEFT,0,
TXN-0000954,ACC-00068,ACC-00051,10079.07,2025-12-16T19:17:07,IMPS,0,
TXN-0000955,ACC-00313,ACC-00192,428040.79,2025-12-15T12:04:58,UPI,0,
TXN-0000956,ACC-00450,ACC-00249,15195.37,2025-10-08T20:05:50,UPI,0,
TXN-0000957,ACC-00091,ACC-00474,2058023.39,2025-10-09T15:42:50,IMPS,0,
TXN-0000958,ACC-00303,ACC-00454,36190.22,2025-10-28T13:08:32,NEFT,0,
TXN-0000959,ACC-00413,ACC-00405,75694.83,2025-12-15T00:12:05,NEFT,0,
TXN-0000960,ACC-00064,ACC-00105,666885.68,2025-10-14T21:25:07,NEFT,0,
TXN-0000961,ACC-00267,ACC-00230,45974.81,2025-11-10T00:06:09,UPI,0,
TXN-0000962,ACC-00089,ACC-00312,5977.64,2025-12-07T03:42:58,UPI,0,
TXN-0000963,ACC-00092,ACC-00367,29806.76,2025-11-18T12:49:21,NEFT,0,
TXN-0000964,ACC-00045,ACC-00321,34060.74,2025-12-20T05:50:46,IMPS,0,
TXN-0000965,ACC-00178,ACC-00214,3113.38,2025-10-01T10:38:56,NEFT,0,
TXN-0000966,ACC-00098,ACC-00060,22913.98,2025-11-21T11:27:11,ATM,0,
TXN-0000967,ACC-00316,ACC-00185,9547.69,2025-12-23T18:18:32,IMPS,0,
TXN-0000968,ACC-00276,ACC-00259,191730.11,2025-10-22T06:57:01,NEFT,0,
TXN-0000969,ACC-00320,ACC-00337,38649.97,2025-10-21T04:55:42,UPI,0,
TXN-0000970,ACC-00099,ACC-00057,21828.41,2025-12-17T08:14:33,UPI,0,
TXN-0000971,ACC-00432,ACC-00495,29997.6,2025-12-28T11:54:45,NEFT,0,
TXN-0000972,ACC-00090,ACC-00081,54264.18,2025-12-05T01:32:43,RTGS,0,
TXN-0000973,ACC-00027,ACC-00330,110223.52,2025-11-05T08:37:52,UPI,0,
TXN-0000974,ACC-00222,ACC-00128,6006.02,2025-11-02T10:57:46,NEFT,0,
TXN-0000975,ACC-00455,ACC-00388,5569.96,2025-11-13T23:54:37,UPI,0,
TXN-0000976,ACC-00379,ACC-00026,265248.55,2025-12-29T19:04:59,NEFT,0,
TXN-0000977,ACC-00080,ACC-00402,17288.44,2025-10-03T19:43:36,NEFT,0,
TXN-0000978,ACC-00059,ACC-00036,2834.68,2025-12-26T21:41:08,UPI,0,
TXN-0000979,ACC-00227,ACC-00303,80729.79,2025-11-26T06:56:34,UPI,0,
TXN-0000980,ACC-00101,ACC-00382,83622.31,2025-12-05T17:10:50,RTGS,0,
TXN-0000981,ACC-00117,ACC-00398,2309.33,2025-10-11T16:37:41,UPI,0,
TXN-0000982,ACC-00050,ACC-00121,54888.94,2025-12-11T15:04:37,NEFT,0,
TXN-0000983,ACC-00102,ACC-00192,136495.86,2025-12-26T13:01:52,UPI,0,
TXN-0000984,ACC-00241,ACC-00299,71246.12,2025-11-17T00:45:06,UPI,0,
TXN-0000985,ACC-00223,ACC-00074,113274.2,2025-10-21T23:42:04,RTGS,0,
TXN-0000986,ACC-00232,ACC-00091,2899.56,2025-11-07T14:32:42,UPI,0,
TXN-0000987,ACC-00234,ACC-00368,65898.59,2025-10-19T20:24:49,NEFT,0,
TXN-0000988,ACC-00499,ACC-00138,21063.24,2025-10-20T15:11:07,UPI,0,
TXN-0000989,ACC-00016,ACC-00354,15229.32,2025-11-25T05:05:14,UPI,0,
TXN-0000990,ACC-00069,ACC-00056,174032.98,2025-12-22T16:29:29,NEFT,0,
TXN-0000991,ACC-00214,ACC-00087,520577.54,2025-12-13T19:43:10,UPI,0,
TXN-0000992,ACC-00453,ACC-00151,917920.53,2025-11-28T14:34:25,UPI,0,
TXN-0000993,ACC-00406,ACC-00326,387183.56,2025-11-29T08:57:49,RTGS,0,
TXN-0000994,ACC-00295,ACC-00496,29806.4,2025-11-23T16:00:50,RTGS,0,
TXN-0000995,ACC-00044,ACC-00210,68521.05,2025-12-23T04:53:36,NEFT,0,
TXN-0000996,ACC-00441,ACC-00110,144391.14,2025-11-27T10:29:00,NEFT,0,
TXN-0000997,ACC-00236,ACC-00142,45166.92,2025-10-02T09:47:47,IMPS,0,
TXN-0000998,ACC-00376,ACC-00446,45953.05,2025-10-24T22:44:45,UPI,0,
TXN-0000999,ACC-00222,ACC-00296,159972.25,2025-10-22T14:14:41,RTGS,0,
TXN-0001000,ACC-00302,ACC-00484,32639.92,2025-10-15T11:07:28,RTGS,0,
TXN-0001001,ACC-00459,ACC-00002,9772.07,2025-11-10T13:28:44,ATM,0,
TXN-0001002,ACC-00020,ACC-00240,17222.1,2025-12-11T05:07:25,IMPS,0,
TXN-0001003,ACC-00017,ACC-00217,113668.17,2025-11-21T13:36:11,UPI,0,
TXN-0001004,ACC-00414,ACC-00408,36511.7,2025-12-07T15:19:13,IMPS,0,
TXN-0001005,ACC-00231,ACC-00253,66995.31,2025-10-24T08:25:56,UPI,0,
TXN-0001006,ACC-00385,ACC-00006,121314.62,2025-12-07T07:10:46,IMPS,0,
TXN-0001007,ACC-00486,ACC-00111,18495.55,2025-10-13T21:14:28,UPI,0,
TXN-0001008,ACC-00122,ACC-00331,141668.73,2025-10-09T19:24:54,UPI,0,
TXN-0001009,ACC-00342,ACC-00156,71819.89,2025-10-16T17:01:40,IMPS,0,
TXN-0001010,ACC-00439,ACC-00292,3933.7,2025-12-12T13:18:15,NEFT,0,
TXN-0001011,ACC-00499,ACC-00232,487062.94,2025-11-15T00:38:26,IMPS,0,
TXN-0001012,ACC-00447,ACC-00360,14745.0,2025-11-09T08:33:29,UPI,0,
TXN-0001013,ACC-00446,ACC-00189,1846.1,2025-11-30T20:34:31,NEFT,0,
TXN-0001014,ACC-00324,ACC-00000,5535.41,2025-12-23T12:50:12,NEFT,0,
TXN-0001015,ACC-00197,ACC-00457,5779.77,2025-12-07T01:33:56,UPI,0,
TXN-0001016,ACC-00016,ACC-00151,39891.24,2025-11-11T08:25:27,IMPS,0,
TXN-0001017,ACC-00357,ACC-00484,22182.72,2025-11-29T11:13:52,NEFT,0,
TXN-0001018,ACC-00406,ACC-00106,19805.25,2025-12-16T11:27:18,IMPS,0,
TXN-0001019,ACC-00317,ACC-00450,110797.95,2025-11-02T14:13:31,IMPS,0,
TXN-0001020,ACC-00028,ACC-00263,66954.97,2025-12-28T08:27:47,IMPS,0,
TXN-0001021,ACC-00454,ACC-00026,64144.02,2025-10-11T18:34:14,UPI,0,
TXN-0001022,ACC-00238,ACC-00316,75939.42,2025-10-04T23:14:38,UPI,0,
TXN-0001023,ACC-00089,ACC-00331,110088.78,2025-11-24T06:04:34,IMPS,0,
TXN-0001024,ACC-00287,ACC-00363,817.04,2025-12-15T02:33:41,UPI,0,
TXN-0001025,ACC-00171,ACC-00122,18845.16,2025-11-22T09:26:16,UPI,0,
TXN-0001026,ACC-00244,ACC-00377,717.39,2025-12-13T00:55:58,NEFT,0,
TXN-0001027,ACC-00491,ACC-00359,38750.85,2025-10-21T08:51:19,IMPS,0,
TXN-0001028,ACC-00389,ACC-00115,36013.91,2025-11-01T02:44:05,UPI,0,
TXN-0001029,ACC-00136,ACC-00257,238460.29,2025-12-06T01:02:35,NEFT,0,
TXN-0001030,ACC-00027,ACC-00032,307965.15,2025-11-06T04:43:08,UPI,0,
TXN-0001031,ACC-00248,ACC-00256,52312.73,2025-11-21T03:15:33,IMPS,0,
TXN-0001032,ACC-00240,ACC-00363,14755.19,2025-11-21T15:25:38,IMPS,0,
TXN-0001033,ACC-00272,ACC-00460,86967.52,2025-10-29T09:01:31,NEFT,0,
TXN-0001034,ACC-00188,ACC-00409,14041.16,2025-12-05T08:55:04,RTGS,0,
TXN-0001035,ACC-00414,ACC-00481,36224.58,2025-12-25T17:50:34,UPI,0,
TXN-0001036,ACC-00456,ACC-00452,214281.4,2025-11-14T10:55:26,UPI,0,
TXN-0001037,ACC-00200,ACC-00459,13306.55,2025-10-18T08:39:42,UPI,0,
TXN-0001038,ACC-00489,ACC-00039,154851.45,2025-10-11T14:50:19,UPI,0,
TXN-0001039,ACC-00057,ACC-00356,122924.11,2025-10-15T08:45:28,NEFT,0,
TXN-0001040,ACC-00447,ACC-00104,6511.82,2025-11-20T13:17:24,ATM,0,
TXN-0001041,ACC-00011,ACC-00150,209611.15,2025-11-10T10:36:02,ATM,0,
TXN-0001042,ACC-00277,ACC-00477,127697.49,2025-10-13T19:38:45,NEFT,0,
TXN-0001043,ACC-00215,ACC-00227,43628.53,2025-12-11T14:59:13,NEFT,0,
TXN-0001044,ACC-00149,ACC-00096,9207.91,2025-10-07T02:40:58,UPI,0,
TXN-0001045,ACC-00410,ACC-00118,7734.37,2025-12-21T01:34:07,RTGS,0,
TXN-0001046,ACC-00330,ACC-00171,13797.01,2025-11-09T23:18:40,NEFT,0,
TXN-0001047,ACC-00335,ACC-00330,96439.39,2025-12-16T09:26:01,UPI,0,
TXN-0001048,ACC-00303,ACC-00340,6502.06,2025-12-07T15:48:35,NEFT,0,
TXN-0001049,ACC-00280,ACC-00227,79819.41,2025-11-14T11:14:01,UPI,0,
TXN-0001050,ACC-00067,ACC-00459,3884.85,2025-12-16T15:18:53,UPI,0,
TXN-0001051,ACC-00404,ACC-00133,25151.59,2025-10-23T00:26:24,NEFT,0,
TXN-0001052,ACC-00497,ACC-00147,44239.17,2025-12-14T17:38:48,IMPS,0,
TXN-0001053,ACC-00075,ACC-00180,2961582.35,2025-10-28T14:39:29,NEFT,0,
TXN-0001054,ACC-00085,ACC-00316,3043.71,2025-12-29T17:22:58,UPI,0,
TXN-0001055,ACC-00274,ACC-00146,513818.94,2025-10-18T16:44:39,ATM,0,
TXN-0001056,ACC-00429,ACC-00362,47558.53,2025-12-07T06:28:44,RTGS,0,
TXN-0001057,ACC-00406,ACC-00078,76123.28,2025-10-16T15:45:02,UPI,0,
TXN-0001058,ACC-00021,ACC-00162,44937.42,2025-11-25T18:44:26,UPI,0,
TXN-0001059,ACC-00133,ACC-00189,80862.73,2025-10-18T21:54:29,UPI,0,
TXN-0001060,ACC-00362,ACC-00017,27539.23,2025-12-04T14:51:05,UPI,0,
TXN-0001061,ACC-00176,ACC-00075,497469.9,2025-11-06T04:57:17,NEFT,0,
TXN-0001062,ACC-00499,ACC-00083,15968.16,2025-11-21T19:28:41,UPI,0,
TXN-0001063,ACC-00471,ACC-00012,278736.52,2025-11-09T06:41:54,RTGS,0,
TXN-0001064,ACC-00393,ACC-00074,11385.99,2025-11-14T11:18:44,RTGS,0,
TXN-0001065,ACC-00079,ACC-00002,32583.02,2025-12-11T16:49:04,NEFT,0,
TXN-0001066,ACC-00259,ACC-00169,5273.59,2025-12-02T20:11:15,IMPS,0,
TXN-0001067,ACC-00242,ACC-00458,82375.45,2025-10-29T03:20:46,ATM,0,
TXN-0001068,ACC-00386,ACC-00293,489542.58,2025-12-04T17:57:39,UPI,0,
TXN-0001069,ACC-00289,ACC-00373,31595.15,2025-12-28T01:11:07,RTGS,0,
TXN-0001070,ACC-00173,ACC-00352,25478.9,2025-10-11T21:42:51,IMPS,0,
TXN-0001071,ACC-00460,ACC-00020,4883.85,2025-10-14T12:52:47,IMPS,0,
TXN-0001072,ACC-00059,ACC-00157,24035.16,2025-10-03T09:46:40,NEFT,0,
TXN-0001073,ACC-00430,ACC-00112,2065.18,2025-11-13T07:11:30,UPI,0,
TXN-0001074,ACC-00167,ACC-00028,7022.11,2025-11-29T01:05:42,NEFT,0,
TXN-0001075,ACC-00298,ACC-00269,54623.25,2025-10-22T13:37:57,IMPS,0,
TXN-0001076,ACC-00392,ACC-00142,390125.5,2025-10-20T00:03:02,UPI,0,
TXN-0001077,ACC-00275,ACC-00434,5703437.1,2025-11-13T05:59:33,IMPS,0,
TXN-0001078,ACC-00490,ACC-00044,12634.0,2025-11-19T16:33:04,UPI,0,
TXN-0001079,ACC-00251,ACC-00162,480960.43,2025-11-28T13:29:32,NEFT,0,
TXN-0001080,ACC-00483,ACC-00028,56317.15,2025-12-28T04:50:05,IMPS,0,
TXN-0001081,ACC-00203,ACC-00075,27660.32,2025-12-09T12:18:59,RTGS,0,
TXN-0001082,ACC-00189,ACC-00197,79115.97,2025-11-06T04:45:34,UPI,0,
TXN-0001083,ACC-00176,ACC-00179,40597.01,2025-10-30T21:53:27,ATM,0,
TXN-0001084,ACC-00447,ACC-00287,44298.78,2025-10-09T12:07:10,UPI,0,
TXN-0001085,ACC-00454,ACC-00227,17413.49,2025-12-11T23:53:04,ATM,0,
TXN-0001086,ACC-00411,ACC-00226,2931.89,2025-10-29T00:33:57,UPI,0,
TXN-0001087,ACC-00372,ACC-00496,2256.28,2025-12-27T03:50:51,NEFT,0,
TXN-0001088,ACC-00458,ACC-00212,117693.7,2025-10-14T13:12:58,IMPS,0,
TXN-0001089,ACC-00306,ACC-00044,22069.24,2025-10-14T22:42:13,UPI,0,
TXN-0001090,ACC-00243,ACC-00444,12419.71,2025-11-21T00:02:24,ATM,0,
TXN-0001091,ACC-00033,ACC-00477,36875.78,2025-11-27T08:22:53,IMPS,0,
TXN-0001092,ACC-00045,ACC-00003,151884.87,2025-11-09T18:06:44,NEFT,0,
TXN-0001093,ACC-00139,ACC-00212,50244.44,2025-10-17T23:31:48,NEFT,0,
TXN-0001094,ACC-00363,ACC-00290,11148.96,2025-12-13T07:50:43,RTGS,0,
TXN-0001095,ACC-00102,ACC-00095,330158.24,2025-12-20T19:21:41,UPI,0,
TXN-0001096,ACC-00283,ACC-00251,623144.62,2025-10-05T02:24:35,IMPS,0,
TXN-0001097,ACC-00154,ACC-00427,88450.82,2025-11-26T19:38:02,UPI,0,
TXN-0001098,ACC-00286,ACC-00378,209524.16,2025-11-14T23:55:15,UPI,0,
TXN-0001099,ACC-00405,ACC-00001,339601.45,2025-10-15T22:54:06,UPI,0,
TXN-0001100,ACC-00489,ACC-00327,277667.26,2025-12-20T23:55:38,NEFT,0,
TXN-0001101,ACC-00063,ACC-00334,109686.16,2025-12-04T15:41:26,RTGS,0,
TXN-0001102,ACC-00213,ACC-00091,106619.82,2025-11-17T18:10:43,RTGS,0,
TXN-0001103,ACC-00330,ACC-00125,92539.33,2025-10-03T18:16:33,UPI,0,
TXN-0001104,ACC-00141,ACC-00252,5038.14,2025-10-07T11:28:48,NEFT,0,
TXN-0001105,ACC-00185,ACC-00297,128194.21,2025-11-16T15:36:47,NEFT,0,
TXN-0001106,ACC-00444,ACC-00132,3163.82,2025-11-30T23:20:12,IMPS,0,
TXN-0001107,ACC-00498,ACC-00355,8688.2,2025-12-19T10:43:56,UPI,0,
TXN-0001108,ACC-00262,ACC-00375,379426.86,2025-11-25T20:27:41,UPI,0,
TXN-0001109,ACC-00132,ACC-00083,164784.9,2025-11-26T11:21:11,UPI,0,
TXN-0001110,ACC-00163,ACC-00236,528245.77,2025-12-25T06:37:39,IMPS,0,
TXN-0001111,ACC-00182,ACC-00083,22269.79,2025-10-06T03:14:19,UPI,0,
TXN-0001112,ACC-00214,ACC-00325,4563.99,2025-12-28T13:21:28,ATM,0,
TXN-0001113,ACC-00024,ACC-00148,23557.82,2025-10-29T07:37:35,NEFT,0,
TXN-0001114,ACC-00479,ACC-00039,43636.81,2025-11-19T21:23:44,UPI,0,
TXN-0001115,ACC-00321,ACC-00093,41863.92,2025-12-14T05:51:19,UPI,0,
TXN-0001116,ACC-00385,ACC-00085,279462.91,2025-11-22T18:56:29,UPI,0,
TXN-0001117,ACC-00161,ACC-00423,18952.92,2025-12-22T00:58:50,IMPS,0,
TXN-0001118,ACC-00154,ACC-00138,68436.53,2025-12-06T13:11:58,IMPS,0,
TXN-0001119,ACC-00185,ACC-00049,6127.07,2025-11-21T21:17:22,NEFT,0,
TXN-0001120,ACC-00421,ACC-00073,81680.54,2025-10-02T06:03:13,UPI,0,
TXN-0001121,ACC-00144,ACC-00190,36519.27,2025-12-15T14:45:13,NEFT,0,
TXN-0001122,ACC-00174,ACC-00471,9417.6,2025-12-28T10:17:23,UPI,0,
TXN-0001123,ACC-00111,ACC-00079,23754.02,2025-11-18T20:58:01,UPI,0,
TXN-0001124,ACC-00096,ACC-00407,26068.52,2025-12-27T02:17:37,NEFT,0,
TXN-0001125,ACC-00353,ACC-00425,22330.77,2025-11-21T00:51:35,IMPS,0,
TXN-0001126,ACC-00364,ACC-00282,880648.84,2025-12-08T04:23:44,IMPS,0,
TXN-0001127,ACC-00058,ACC-00213,30418.22,2025-11-14T17:01:21,RTGS,0,
TXN-0001128,ACC-00059,ACC-00419,23411.6,2025-10-13T17:47:35,RTGS,0,
TXN-0001129,ACC-00245,ACC-00178,832.63,2025-10-31T06:01:07,IMPS,0,
TXN-0001130,ACC-00071,ACC-00418,7262.12,2025-11-12T21:47:23,RTGS,0,
TXN-0001131,ACC-00305,ACC-00267,22617.24,2025-12-14T03:17:33,ATM,0,
TXN-0001132,ACC-00088,ACC-00363,10566.72,2025-10-30T13:57:56,UPI,0,
TXN-0001133,ACC-00417,ACC-00060,436731.41,2025-10-22T14:07:52,UPI,0,
TXN-0001134,ACC-00355,ACC-00072,26987.04,2025-12-06T19:15:57,UPI,0,
TXN-0001135,ACC-00064,ACC-00107,369239.09,2025-10-13T15:25:49,ATM,0,
TXN-0001136,ACC-00217,ACC-00353,40581.53,2025-12-14T01:58:26,IMPS,0,
TXN-0001137,ACC-00039,ACC-00009,38832.4,2025-12-15T05:09:50,NEFT,0,
TXN-0001138,ACC-00220,ACC-00021,30951.18,2025-10-20T01:31:51,UPI,0,
TXN-0001139,ACC-00406,ACC-00337,36564.51,2025-11-19T20:29:35,NEFT,0,
TXN-0001140,ACC-00240,ACC-00060,801172.06,2025-12-28T05:01:36,UPI,0,
TXN-0001141,ACC-00033,ACC-00154,558.19,2025-12-04T19:35:20,UPI,0,
TXN-0001142,ACC-00049,ACC-00400,989.52,2025-10-13T00:27:35,RTGS,0,
TXN-0001143,ACC-00105,ACC-00300,13660.89,2025-12-27T11:53:22,UPI,0,
TXN-0001144,ACC-00343,ACC-00179,37277.69,2025-10-03T20:10:43,UPI,0,
TXN-0001145,ACC-00433,ACC-00382,125767.21,2025-10-27T22:19:55,RTGS,0,
TXN-0001146,ACC-00178,ACC-00180,85097.84,2025-10-16T14:07:32,RTGS,0,
TXN-0001147,ACC-00399,ACC-00373,18185.09,2025-11-29T12:17:31,UPI,0,
TXN-0001148,ACC-00291,ACC-00034,227357.43,2025-10-10T14:55:58,IMPS,0,
TXN-0001149,ACC-00390,ACC-00007,231967.31,2025-11-21T08:17:00,UPI,0,
TXN-0001150,ACC-00098,ACC-00493,50579.62,2025-10-28T08:46:26,UPI,0,
TXN-0001151,ACC-00386,ACC-00275,205414.18,2025-10-01T10:05:13,ATM,0,
TXN-0001152,ACC-00050,ACC-00473,59323.54,2025-10-21T18:41:31,RTGS,0,
TXN-0001153,ACC-00435,ACC-00362,13217.94,2025-11-16T02:10:02,UPI,0,
TXN-0001154,ACC-00301,ACC-00094,127525.33,2025-11-12T16:29:44,IMPS,0,
TXN-0001155,ACC-00054,ACC-00092,44316.11,2025-12-21T01:05:24,UPI,0,
TXN-0001156,ACC-00194,ACC-00217,36403.19,2025-10-21T19:17:40,NEFT,0,
TXN-0001157,ACC-00208,ACC-00057,514688.13,2025-12-13T22:12:45,ATM,0,
TXN-0001158,ACC-00063,ACC-00238,440.73,2025-10-11T17:03:19,NEFT,0,
TXN-0001159,ACC-00253,ACC-00390,2830.39,2025-11-05T01:46:28,IMPS,0,
TXN-0001160,ACC-00285,ACC-00369,4286.7,2025-10-04T22:37:29,UPI,0,
TXN-0001161,ACC-00252,ACC-00059,18885.14,2025-11-07T08:36:17,UPI,0,
TXN-0001162,ACC-00307,ACC-00376,22964.51,2025-10-31T07:01:43,IMPS,0,
TXN-0001163,ACC-00430,ACC-00227,2408.63,2025-10-22T22:19:23,NEFT,0,
TXN-0001164,ACC-00148,ACC-00437,6165.44,2025-11-11T13:13:22,UPI,0,
TXN-0001165,ACC-00035,ACC-00458,7711.63,2025-12-21T15:48:28,IMPS,0,
TXN-0001166,ACC-00480,ACC-00347,3027850.03,2025-11-05T16:12:01,UPI,0,
TXN-0001167,ACC-00345,ACC-00251,930181.96,2025-12-05T06:05:45,UPI,0,
TXN-0001168,ACC-00224,ACC-00267,17306.74,2025-12-03T22:31:43,IMPS,0,
TXN-0001169,ACC-00061,ACC-00073,18874.18,2025-11-08T07:58:38,NEFT,0,
TXN-0001170,ACC-00302,ACC-00052,4589.07,2025-12-11T23:39:43,RTGS,0,
TXN-0001171,ACC-00086,ACC-00033,1170.71,2025-11-05T07:30:20,ATM,0,
TXN-0001172,ACC-00173,ACC-00102,29425.46,2025-11-27T18:21:33,IMPS,0,
TXN-0001173,ACC-00206,ACC-00062,6026.17,2025-10-23T14:37:32,IMPS,0,
TXN-0001174,ACC-00371,ACC-00255,31171.8,2025-10-28T00:59:41,IMPS,0,
